,STATISTIC,STATISTIC Label,TLIST(M1),Month,C02431V02938,Meteorological Weather Station,UNIT,VALUE
328,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",195910,1959M10,14,Rosslare,Knots,56.0
329,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",195910,1959M10,15,Shannon airport,Knots,71.0
330,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",195911,1959M11,1,Belmullet,Knots,68.0
331,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",195911,1959M11,2,Birr,Knots,66.0
332,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",195911,1959M11,3,Valentia Observatory,Knots,85.0
334,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",195911,1959M11,5,Claremorris,Knots,56.0
335,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",195911,1959M11,6,Clones,Knots,71.0
337,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",195911,1959M11,8,Dublin airport,Knots,62.0
339,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",195911,1959M11,10,Kilkenny,Knots,76.0
340,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",195911,1959M11,11,Malin head,Knots,67.0
341,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",195911,1959M11,12,Mullingar,Knots,62.0
342,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",195911,1959M11,13,Roches Point,Knots,84.0
343,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",195911,1959M11,14,Rosslare,Knots,74.0
344,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",195911,1959M11,15,Shannon airport,Knots,65.0
345,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",195912,1959M12,1,Belmullet,Knots,64.0
346,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",195912,1959M12,2,Birr,Knots,52.0
347,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",195912,1959M12,3,Valentia Observatory,Knots,56.0
349,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",195912,1959M12,5,Claremorris,Knots,56.0
350,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",195912,1959M12,6,Clones,Knots,47.0
352,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",195912,1959M12,8,Dublin airport,Knots,53.0
354,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",195912,1959M12,10,Kilkenny,Knots,50.0
355,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",195912,1959M12,11,Malin head,Knots,65.0
356,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",195912,1959M12,12,Mullingar,Knots,49.0
357,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",195912,1959M12,13,Roches Point,Knots,64.0
358,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",195912,1959M12,14,Rosslare,Knots,65.0
359,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",195912,1959M12,15,Shannon airport,Knots,64.0
360,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",196001,1960M01,1,Belmullet,Knots,58.0
361,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",196001,1960M01,2,Birr,Knots,61.0
362,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",196001,1960M01,3,Valentia Observatory,Knots,57.0
364,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",196001,1960M01,5,Claremorris,Knots,51.0
365,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",196001,1960M01,6,Clones,Knots,45.0
367,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",196001,1960M01,8,Dublin airport,Knots,50.0
369,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",196001,1960M01,10,Kilkenny,Knots,46.0
370,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",196001,1960M01,11,Malin head,Knots,59.0
371,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",196001,1960M01,12,Mullingar,Knots,42.0
372,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",196001,1960M01,13,Roches Point,Knots,50.0
373,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",196001,1960M01,14,Rosslare,Knots,52.0
374,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",196001,1960M01,15,Shannon airport,Knots,49.0
375,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",196002,1960M02,1,Belmullet,Knots,49.0
376,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",196002,1960M02,2,Birr,Knots,51.0
377,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",196002,1960M02,3,Valentia Observatory,Knots,55.0
379,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",196002,1960M02,5,Claremorris,Knots,44.0
380,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",196002,1960M02,6,Clones,Knots,45.0
382,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",196002,1960M02,8,Dublin airport,Knots,48.0
384,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",196002,1960M02,10,Kilkenny,Knots,49.0
385,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",196002,1960M02,11,Malin head,Knots,54.0
386,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",196002,1960M02,12,Mullingar,Knots,43.0
387,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",196002,1960M02,13,Roches Point,Knots,57.0
388,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",196002,1960M02,14,Rosslare,Knots,64.0
389,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",196002,1960M02,15,Shannon airport,Knots,46.0
390,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",196003,1960M03,1,Belmullet,Knots,50.0
391,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",196003,1960M03,2,Birr,Knots,49.0
392,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",196003,1960M03,3,Valentia Observatory,Knots,52.0
394,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",196003,1960M03,5,Claremorris,Knots,45.0
395,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",196003,1960M03,6,Clones,Knots,42.0
397,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",196003,1960M03,8,Dublin airport,Knots,44.0
399,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",196003,1960M03,10,Kilkenny,Knots,47.0
400,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",196003,1960M03,11,Malin head,Knots,52.0
401,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",196003,1960M03,12,Mullingar,Knots,53.0
402,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",196003,1960M03,13,Roches Point,Knots,50.0
403,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",196003,1960M03,14,Rosslare,Knots,46.0
404,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",196003,1960M03,15,Shannon airport,Knots,46.0
405,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",196004,1960M04,1,Belmullet,Knots,66.0
406,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",196004,1960M04,2,Birr,Knots,60.0
407,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",196004,1960M04,3,Valentia Observatory,Knots,46.0
409,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",196004,1960M04,5,Claremorris,Knots,66.0
410,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",196004,1960M04,6,Clones,Knots,63.0
412,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",196004,1960M04,8,Dublin airport,Knots,59.0
414,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",196004,1960M04,10,Kilkenny,Knots,50.0
415,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",196004,1960M04,11,Malin head,Knots,72.0
416,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",196004,1960M04,12,Mullingar,Knots,65.0
417,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",196004,1960M04,13,Roches Point,Knots,57.0
418,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",196004,1960M04,14,Rosslare,Knots,52.0
419,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",196004,1960M04,15,Shannon airport,Knots,65.0
420,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",196005,1960M05,1,Belmullet,Knots,41.0
421,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",196005,1960M05,2,Birr,Knots,41.0
422,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",196005,1960M05,3,Valentia Observatory,Knots,44.0
424,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",196005,1960M05,5,Claremorris,Knots,48.0
425,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",196005,1960M05,6,Clones,Knots,44.0
427,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",196005,1960M05,8,Dublin airport,Knots,42.0
429,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",196005,1960M05,10,Kilkenny,Knots,39.0
430,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",196005,1960M05,11,Malin head,Knots,46.0
431,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",196005,1960M05,12,Mullingar,Knots,43.0
432,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",196005,1960M05,13,Roches Point,Knots,50.0
433,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",196005,1960M05,14,Rosslare,Knots,40.0
434,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",196005,1960M05,15,Shannon airport,Knots,39.0
435,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",196006,1960M06,1,Belmullet,Knots,69.0
436,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",196006,1960M06,2,Birr,Knots,49.0
437,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",196006,1960M06,3,Valentia Observatory,Knots,53.0
439,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",196006,1960M06,5,Claremorris,Knots,58.0
440,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",196006,1960M06,6,Clones,Knots,62.0
442,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",196006,1960M06,8,Dublin airport,Knots,56.0
444,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",196006,1960M06,10,Kilkenny,Knots,47.0
445,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",196006,1960M06,11,Malin head,Knots,62.0
446,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",196006,1960M06,12,Mullingar,Knots,54.0
447,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",196006,1960M06,13,Roches Point,Knots,52.0
448,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",196006,1960M06,14,Rosslare,Knots,50.0
449,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",196006,1960M06,15,Shannon airport,Knots,60.0
450,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",196007,1960M07,1,Belmullet,Knots,43.0
451,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",196007,1960M07,2,Birr,Knots,38.0
452,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",196007,1960M07,3,Valentia Observatory,Knots,42.0
454,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",196007,1960M07,5,Claremorris,Knots,44.0
455,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",196007,1960M07,6,Clones,Knots,43.0
457,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",196007,1960M07,8,Dublin airport,Knots,39.0
459,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",196007,1960M07,10,Kilkenny,Knots,38.0
460,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",196007,1960M07,11,Malin head,Knots,48.0
461,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",196007,1960M07,12,Mullingar,Knots,40.0
462,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",196007,1960M07,13,Roches Point,Knots,48.0
463,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",196007,1960M07,14,Rosslare,Knots,58.0
464,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",196007,1960M07,15,Shannon airport,Knots,45.0
465,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",196008,1960M08,1,Belmullet,Knots,41.0
466,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",196008,1960M08,2,Birr,Knots,34.0
467,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",196008,1960M08,3,Valentia Observatory,Knots,41.0
469,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",196008,1960M08,5,Claremorris,Knots,39.0
470,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",196008,1960M08,6,Clones,Knots,44.0
472,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",196008,1960M08,8,Dublin airport,Knots,34.0
474,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",196008,1960M08,10,Kilkenny,Knots,34.0
475,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",196008,1960M08,11,Malin head,Knots,39.0
476,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",196008,1960M08,12,Mullingar,Knots,35.0
477,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",196008,1960M08,13,Roches Point,Knots,37.0
478,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",196008,1960M08,14,Rosslare,Knots,40.0
479,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",196008,1960M08,15,Shannon airport,Knots,40.0
480,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",196009,1960M09,1,Belmullet,Knots,50.0
481,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",196009,1960M09,2,Birr,Knots,40.0
482,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",196009,1960M09,3,Valentia Observatory,Knots,46.0
484,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",196009,1960M09,5,Claremorris,Knots,44.0
485,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",196009,1960M09,6,Clones,Knots,46.0
487,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",196009,1960M09,8,Dublin airport,Knots,44.0
489,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",196009,1960M09,10,Kilkenny,Knots,39.0
490,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",196009,1960M09,11,Malin head,Knots,49.0
491,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",196009,1960M09,12,Mullingar,Knots,40.0
492,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",196009,1960M09,13,Roches Point,Knots,49.0
493,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",196009,1960M09,14,Rosslare,Knots,49.0
494,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",196009,1960M09,15,Shannon airport,Knots,37.0
495,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",196010,1960M10,1,Belmullet,Knots,48.0
496,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",196010,1960M10,2,Birr,Knots,34.0
497,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",196010,1960M10,3,Valentia Observatory,Knots,43.0
499,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",196010,1960M10,5,Claremorris,Knots,35.0
500,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",196010,1960M10,6,Clones,Knots,39.0
502,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",196010,1960M10,8,Dublin airport,Knots,40.0
505,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",196010,1960M10,11,Malin head,Knots,51.0
506,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",196010,1960M10,12,Mullingar,Knots,36.0
507,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",196010,1960M10,13,Roches Point,Knots,45.0
508,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",196010,1960M10,14,Rosslare,Knots,51.0
509,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",196010,1960M10,15,Shannon airport,Knots,36.0
510,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",196011,1960M11,1,Belmullet,Knots,66.0
511,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",196011,1960M11,2,Birr,Knots,61.0
512,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",196011,1960M11,3,Valentia Observatory,Knots,63.0
514,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",196011,1960M11,5,Claremorris,Knots,61.0
515,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",196011,1960M11,6,Clones,Knots,56.0
517,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",196011,1960M11,8,Dublin airport,Knots,67.0
519,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",196011,1960M11,10,Kilkenny,Knots,61.0
520,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",196011,1960M11,11,Malin head,Knots,67.0
521,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",196011,1960M11,12,Mullingar,Knots,59.0
522,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",196011,1960M11,13,Roches Point,Knots,58.0
523,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",196011,1960M11,14,Rosslare,Knots,67.0
524,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",196011,1960M11,15,Shannon airport,Knots,67.0
525,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",196012,1960M12,1,Belmullet,Knots,64.0
526,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",196012,1960M12,2,Birr,Knots,54.0
527,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",196012,1960M12,3,Valentia Observatory,Knots,76.0
529,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",196012,1960M12,5,Claremorris,Knots,57.0
530,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",196012,1960M12,6,Clones,Knots,64.0
532,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",196012,1960M12,8,Dublin airport,Knots,55.0
534,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",196012,1960M12,10,Kilkenny,Knots,48.0
535,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",196012,1960M12,11,Malin head,Knots,60.0
536,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",196012,1960M12,12,Mullingar,Knots,52.0
537,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",196012,1960M12,13,Roches Point,Knots,62.0
538,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",196012,1960M12,14,Rosslare,Knots,61.0
539,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",196012,1960M12,15,Shannon airport,Knots,53.0
540,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",196101,1961M01,1,Belmullet,Knots,74.0
541,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",196101,1961M01,2,Birr,Knots,59.0
542,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",196101,1961M01,3,Valentia Observatory,Knots,63.0
544,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",196101,1961M01,5,Claremorris,Knots,69.0
545,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",196101,1961M01,6,Clones,Knots,64.0
547,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",196101,1961M01,8,Dublin airport,Knots,63.0
549,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",196101,1961M01,10,Kilkenny,Knots,57.0
550,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",196101,1961M01,11,Malin head,Knots,81.0
551,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",196101,1961M01,12,Mullingar,Knots,58.0
552,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",196101,1961M01,13,Roches Point,Knots,69.0
553,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",196101,1961M01,14,Rosslare,Knots,69.0
554,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",196101,1961M01,15,Shannon airport,Knots,60.0
555,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",196102,1961M02,1,Belmullet,Knots,65.0
556,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",196102,1961M02,2,Birr,Knots,64.0
557,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",196102,1961M02,3,Valentia Observatory,Knots,61.0
559,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",196102,1961M02,5,Claremorris,Knots,71.0
560,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",196102,1961M02,6,Clones,Knots,69.0
562,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",196102,1961M02,8,Dublin airport,Knots,69.0
564,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",196102,1961M02,10,Kilkenny,Knots,53.0
565,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",196102,1961M02,11,Malin head,Knots,84.0
566,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",196102,1961M02,12,Mullingar,Knots,54.0
567,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",196102,1961M02,13,Roches Point,Knots,68.0
568,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",196102,1961M02,14,Rosslare,Knots,66.0
569,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",196102,1961M02,15,Shannon airport,Knots,73.0
570,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",196103,1961M03,1,Belmullet,Knots,51.0
571,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",196103,1961M03,2,Birr,Knots,40.0
572,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",196103,1961M03,3,Valentia Observatory,Knots,41.0
574,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",196103,1961M03,5,Claremorris,Knots,49.0
575,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",196103,1961M03,6,Clones,Knots,51.0
577,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",196103,1961M03,8,Dublin airport,Knots,42.0
579,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",196103,1961M03,10,Kilkenny,Knots,35.0
580,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",196103,1961M03,11,Malin head,Knots,48.0
581,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",196103,1961M03,12,Mullingar,Knots,37.0
582,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",196103,1961M03,13,Roches Point,Knots,40.0
583,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",196103,1961M03,14,Rosslare,Knots,41.0
584,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",196103,1961M03,15,Shannon airport,Knots,41.0
585,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",196104,1961M04,1,Belmullet,Knots,48.0
586,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",196104,1961M04,2,Birr,Knots,43.0
587,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",196104,1961M04,3,Valentia Observatory,Knots,48.0
589,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",196104,1961M04,5,Claremorris,Knots,38.0
590,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",196104,1961M04,6,Clones,Knots,39.0
592,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",196104,1961M04,8,Dublin airport,Knots,40.0
594,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",196104,1961M04,10,Kilkenny,Knots,44.0
595,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",196104,1961M04,11,Malin head,Knots,50.0
596,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",196104,1961M04,12,Mullingar,Knots,39.0
597,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",196104,1961M04,13,Roches Point,Knots,54.0
598,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",196104,1961M04,14,Rosslare,Knots,47.0
599,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",196104,1961M04,15,Shannon airport,Knots,46.0
600,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",196105,1961M05,1,Belmullet,Knots,54.0
601,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",196105,1961M05,2,Birr,Knots,47.0
602,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",196105,1961M05,3,Valentia Observatory,Knots,44.0
604,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",196105,1961M05,5,Claremorris,Knots,49.0
605,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",196105,1961M05,6,Clones,Knots,45.0
607,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",196105,1961M05,8,Dublin airport,Knots,49.0
609,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",196105,1961M05,10,Kilkenny,Knots,45.0
610,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",196105,1961M05,11,Malin head,Knots,55.0
611,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",196105,1961M05,12,Mullingar,Knots,49.0
612,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",196105,1961M05,13,Roches Point,Knots,49.0
613,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",196105,1961M05,14,Rosslare,Knots,51.0
614,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",196105,1961M05,15,Shannon airport,Knots,55.0
615,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",196106,1961M06,1,Belmullet,Knots,46.0
617,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",196106,1961M06,3,Valentia Observatory,Knots,35.0
619,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",196106,1961M06,5,Claremorris,Knots,44.0
620,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",196106,1961M06,6,Clones,Knots,35.0
624,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",196106,1961M06,10,Kilkenny,Knots,36.0
625,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",196106,1961M06,11,Malin head,Knots,46.0
627,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",196106,1961M06,13,Roches Point,Knots,36.0
628,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",196106,1961M06,14,Rosslare,Knots,39.0
630,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",196107,1961M07,1,Belmullet,Knots,51.0
631,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",196107,1961M07,2,Birr,Knots,44.0
632,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",196107,1961M07,3,Valentia Observatory,Knots,47.0
634,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",196107,1961M07,5,Claremorris,Knots,48.0
635,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",196107,1961M07,6,Clones,Knots,49.0
637,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",196107,1961M07,8,Dublin airport,Knots,46.0
639,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",196107,1961M07,10,Kilkenny,Knots,42.0
